Site,Sample depth,Age,Mg/Ca,Mg/Ca adj,Species,Paleodepth,Reference
DSDP607,44.3,1.083,1.64,2.26,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
ODP1088,14.09,1.088,2.21,2.86,Cibicidoides wuellerstorfi,2087,BillupsScheiderich10
DSDP607,44.6,1.091,1.64,2.26,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,44.8,1.095,1.34,1.84,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,44.9,1.099,1.54,2.12,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,45.1,1.105,1.27,1.74,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,45.2,1.107,1.36,1.87,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,45.4,1.11,1.48,2.04,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,45.5,1.113,1.58,2.18,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,45.7,1.117,1.59,2.19,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,45.8,1.12,1.38,1.9,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
ODP0806,25.93,1.122,1.24,1.55,Cibicidoides wuellerstorfi,2537,LearRosenthalWright03
ODP0806,25.93,1.122,1.37,1.42,Oridorsalis umbonatus,2537,LearRosenthalWright03
DSDP607,46,1.125,1.48,2.04,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,46.1,1.13,1.34,1.84,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,46.3,1.135,1.4,1.93,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,46.4,1.138,1.34,1.84,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,46.6,1.144,1.18,1.62,Cibicidoides wuellerstorfi,3416,SosdianRosenthal09
DSDP607,46.7,1.148,1.38,1.9,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,46.9,1.153,1.4,1.93,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
ODP1088,15,1.155,,,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
DSDP607,47,1.157,1.87,2.58,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
ODP0926,40.01,1.174,1.33,1.87,Cibicidoides wuellerstorfi,3614,LearRosenthalWright03
ODP0926,40.01,1.174,1.25,1.43,Oridorsalis umbonatus,3614,LearRosenthalWright03
ODP0926,40.01,1.174,1.03,1.46,Cibicidoides wuellerstorfi,3614,LearRosenthalWright03
DSDP607,47.8,1.174,1.86,2.57,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,48,1.179,1.68,2.32,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,48.2,1.183,1.73,2.39,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,48.4,1.185,1.52,2.09,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,48.5,1.189,1.6,2.21,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,49,1.198,1.26,1.73,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
ODP0926,40.76,1.205,1.23,1.42,Oridorsalis umbonatus,3614,LearRosenthalWright03
ODP0926,40.76,1.205,1.04,1.46,Cibicidoides wuellerstorfi,3614,LearRosenthalWright03
ODP1088,15.34,1.207,2,2.56,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
DSDP607,49.4,1.208,1.3,1.79,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,49.7,1.217,1.6,2.21,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
ODP0806,28.19,1.22,1.23,1.54,Cibicidoides wuellerstorfi,2538,LearRosenthalWright03
ODP0806,28.19,1.22,1.33,1.38,Oridorsalis umbonatus,2538,LearRosenthalWright03
ODP0747,,1.226,1.12,1.29,Cibicidoides wuellerstorfi,1698,BillupsSchrag02
DSDP607,50,1.227,1.5,2.07,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,50.2,1.231,1.6,2.21,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,50.3,1.236,1.76,2.43,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,50.5,1.239,1.55,2.14,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,50.6,1.242,1.54,2.12,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,50.8,1.245,1.39,1.91,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,50.9,1.248,1.18,1.62,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,51.2,1.252,1.44,1.98,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,51.4,1.254,1.48,2.04,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,51.5,1.256,1.52,2.09,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,51.7,1.258,1.43,1.97,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
ODP0757,7.9,1.258,2.11,2.35,Cibicidoides wuellerstorfi/Cibicidoides mundulus,1635,BillupsSchrag03
DSDP607,51.8,1.26,1.39,1.91,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,52.3,1.266,1.49,2.05,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,52.5,1.268,1.49,2.05,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,52.6,1.27,1.4,1.93,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,52.9,1.275,1.56,2.15,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,53.2,1.28,1.65,2.28,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
DSDP607,53.4,1.284,1.58,2.18,Cibicidoides wuellerstorfi,3415,SosdianRosenthal09
ODP0926,43.01,1.3,1.23,1.72,Cibicidoides wuellerstorfi,3614,LearRosenthalWright03
ODP0926,43.01,1.3,1.33,1.52,Oridorsalis umbonatus,3614,LearRosenthalWright03
DSDP607,53.8,1.301,1.43,1.97,Cibicidoides wuellerstorfi,3414,SosdianRosenthal09
DSDP607,54.6,1.335,1.28,1.76,Cibicidoides wuellerstorfi,3414,SosdianRosenthal09
ODP1088,16.09,1.337,1.53,1.91,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
DSDP607,54.9,1.345,1.43,1.97,Cibicidoides wuellerstorfi,3414,SosdianRosenthal09
DSDP607,55.1,1.349,1.49,2.05,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,55.2,1.352,1.59,2.19,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
ODP0806,31.23,1.352,1.16,1.44,Cibicidoides wuellerstorfi,2540,LearRosenthalWright03
ODP0806,31.23,1.352,1.49,1.54,Oridorsalis umbonatus,2540,LearRosenthalWright03
DSDP607,55.3,1.355,1.46,2.01,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,55.5,1.359,1.54,2.12,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,55.6,1.362,1.87,2.58,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,55.8,1.365,1.64,2.26,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,55.9,1.368,1.49,2.05,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,56.1,1.37,1.32,1.81,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,56.2,1.373,1.36,1.87,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,56.4,1.376,1.34,1.84,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,56.5,1.38,1.48,2.04,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,56.7,1.383,1.42,1.95,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP573,20.71,1.383,0.8,1.29,Cibicidoides wuellerstorfi,4279,LearElderfieldOthers00
DSDP607,56.8,1.387,1.43,1.97,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,57,1.391,1.64,2.26,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
ODP0926,45.26,1.395,1.18,1.36,Oridorsalis umbonatus,3615,LearRosenthalWright03
ODP0926,45.26,1.395,1.11,1.56,Cibicidoides wuellerstorfi,3615,LearRosenthalWright03
DSDP607,57.1,1.396,1.64,2.26,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,57.6,1.409,1.19,1.63,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,57.7,1.413,1.32,1.81,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,57.9,1.418,1.34,1.84,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,58,1.421,1.46,2.01,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
DSDP607,58.2,1.427,1.45,2,Cibicidoides wuellerstorfi,3413,SosdianRosenthal09
ODP0747,,1.43,0.62,0.59,Cibicidoides wuellerstorfi,1698,BillupsSchrag02
DSDP607,58.3,1.432,1.52,2.09,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,58.5,1.438,1.74,2.4,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,58.6,1.444,1.63,2.25,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
ODP0806,33.37,1.445,1.26,1.58,Cibicidoides wuellerstorfi,2541,LearRosenthalWright03
ODP0806,33.37,1.445,1.53,1.58,Oridorsalis umbonatus,2541,LearRosenthalWright03
DSDP607,58.8,1.448,1.71,2.36,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,58.9,1.452,1.67,2.3,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,59.2,1.458,1.44,1.98,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,59.5,1.464,1.29,1.77,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
ODP1088,16.84,1.464,,,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
DSDP607,59.7,1.467,1.35,1.86,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,60,1.473,1.58,2.18,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,60.1,1.476,1.76,2.43,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,60.3,1.48,1.72,2.37,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,60.4,1.483,1.81,2.5,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,60.6,1.487,1.7,2.35,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,60.9,1.495,1.52,2.09,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,61,1.499,1.62,2.23,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,61.2,1.502,1.44,1.98,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,61.3,1.505,1.28,1.76,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
ODP0926,47.92,1.507,1.15,1.61,Cibicidoides wuellerstorfi,3616,LearRosenthalWright03
ODP0926,47.92,1.507,1.36,1.54,Oridorsalis umbonatus,3616,LearRosenthalWright03
DSDP607,61.5,1.509,1.57,2.16,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,61.6,1.513,1.73,2.39,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,61.8,1.517,1.79,2.47,Cibicidoides wuellerstorfi,3412,SosdianRosenthal09
DSDP607,61.9,1.522,1.67,2.3,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,62.1,1.526,1.84,2.54,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
ODP1088,17.59,1.534,,,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
ODP0806,35.67,1.546,1.2,1.5,Cibicidoides wuellerstorfi,2543,LearRosenthalWright03
ODP0806,35.67,1.546,1.49,1.54,Oridorsalis umbonatus,2543,LearRosenthalWright03
DSDP607,63.2,1.548,1.57,2.16,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,63.5,1.554,1.37,1.88,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,63.6,1.556,1.2,1.65,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,63.8,1.56,1.62,2.23,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,64.2,1.568,1.61,2.22,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,64.4,1.571,1.38,1.9,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,64.5,1.573,1.53,2.11,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,64.7,1.575,1.21,1.66,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,65,1.58,1.71,2.36,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,65.3,1.585,1.57,2.16,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,65.4,1.588,1.5,2.07,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,65.9,1.597,1.56,2.15,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,66,1.601,1.45,2,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
ODP0926,50.17,1.601,1.07,1.5,Cibicidoides wuellerstorfi,3616,LearRosenthalWright03
ODP0926,50.17,1.601,1.46,1.65,Oridorsalis umbonatus,3616,LearRosenthalWright03
ODP1088,18.34,1.602,,,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
DSDP607,66.2,1.605,1.48,2.04,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,66.5,1.612,1.71,2.36,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,66.6,1.615,1.49,2.05,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,66.8,1.619,1.41,1.94,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,66.9,1.622,1.59,2.19,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,67.1,1.626,1.41,1.94,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,67.2,1.63,1.29,1.77,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,67.4,1.634,1.63,2.25,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,67.5,1.638,1.67,2.3,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,67.7,1.642,1.5,2.07,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
ODP0747,,1.644,0.96,1.07,Cibicidoides wuellerstorfi,1699,BillupsSchrag02
DSDP607,67.8,1.645,1.55,2.14,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
ODP1088,19.09,1.647,,,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
DSDP607,68,1.649,1.86,2.57,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,68.1,1.652,1.38,1.9,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,68.3,1.655,1.59,2.19,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,68.4,1.658,1.5,2.07,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,68.6,1.662,1.5,2.07,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
ODP0926,51.67,1.664,1.44,1.62,Oridorsalis umbonatus,3617,LearRosenthalWright03
DSDP607,68.7,1.665,1.4,1.93,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,68.9,1.668,1.55,2.14,Cibicidoides wuellerstorfi,3411,SosdianRosenthal09
DSDP607,69,1.671,1.48,2.04,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,69.2,1.675,1.61,2.22,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,69.3,1.678,1.65,2.28,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,69.5,1.681,1.71,2.36,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,69.6,1.685,1.78,2.46,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,69.8,1.689,1.74,2.4,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,69.9,1.694,1.88,2.6,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
ODP1088,19.84,1.699,,,Cibicidoides wuellerstorfi,2089,BillupsScheiderich10
DSDP607,70.1,1.699,1.38,1.9,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,70.2,1.708,1.3,1.79,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,70.4,1.717,1.29,1.77,Cibicidoides wuellerstorfi,3410,SosdianRosenthal09
DSDP607,70.5,1.727,1.32,1.81,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,70.7,1.735,1.67,2.3,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
ODP0757,10.9,1.736,2.07,2.3,Cibicidoides wuellerstorfi/Cibicidoides mundulus,1629,BillupsSchrag03
ODP0926,53.92,1.739,1.38,1.56,Oridorsalis umbonatus,3617,LearRosenthalWright03
DSDP607,70.8,1.744,1.41,1.94,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,71.1,1.754,1.31,1.8,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,71.3,1.757,1.44,1.98,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,71.4,1.759,1.56,2.15,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,73.2,1.779,1.39,1.91,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,73.4,1.782,1.54,2.12,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,73.5,1.784,1.62,2.23,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,73.7,1.786,1.29,1.77,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,73.8,1.788,1.35,1.86,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,74,1.791,1.48,2.04,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,74.1,1.794,1.26,1.73,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,74.3,1.798,1.19,1.63,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,74.4,1.803,1.86,2.57,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,74.6,1.807,1.66,2.29,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,74.7,1.812,1.55,2.14,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,74.9,1.817,1.67,2.3,Cibicidoides wuellerstorfi,3409,SosdianRosenthal09
DSDP607,75.2,1.833,1.42,1.95,Cibicidoides wuellerstorfi,3408,SosdianRosenthal09
DSDP607,75.3,1.842,1.6,2.21,Cibicidoides wuellerstorfi,3408,SosdianRosenthal09
DSDP607,75.5,1.848,1.53,2.11,Cibicidoides wuellerstorfi,3408,SosdianRosenthal09
ODP0747,,1.85,1.09,1.25,Cibicidoides wuellerstorfi,1699,BillupsSchrag02
DSDP607,75.6,1.855,1.42,1.95,Cibicidoides wuellerstorfi,3408,SosdianRosenthal09
DSDP607,75.8,1.861,1.42,1.95,Cibicidoides wuellerstorfi,3408,SosdianRosenthal09
DSDP607,75.9,1.867,1.27,1.74,Cibicidoides wuellerstorfi,3408,SosdianRosenthal09
ODP1088,20.59,1.869,,,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
DSDP607,76.1,1.873,1.66,2.29,Cibicidoides wuellerstorfi,3408,SosdianRosenthal09
DSDP607,76.2,1.879,1.86,2.57,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,76.4,1.885,1.65,2.28,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,76.5,1.89,1.64,2.26,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
ODP0926,58.61,1.89,1.33,1.66,Cibicidoides mundulus,3619,LearRosenthalWright03
ODP0926,58.61,1.89,1.96,2.14,Oridorsalis umbonatus,3619,LearRosenthalWright03
DSDP607,76.7,1.896,1.58,2.18,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,76.8,1.901,1.71,2.36,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,77,1.906,1.63,2.25,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,77.1,1.911,1.85,2.56,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,77.3,1.915,1.59,2.19,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
ODP0806,44.66,1.924,1.51,1.56,Oridorsalis umbonatus,2548,LearRosenthalWright03
ODP0806,44.66,1.924,1.31,1.65,Cibicidoides wuellerstorfi,2548,LearRosenthalWright03
DSDP607,77.9,1.928,1.96,2.71,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,78,1.931,2.11,2.92,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,78.3,1.936,2.05,2.84,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,78.6,1.941,1.96,2.71,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,78.9,1.945,1.56,2.15,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,79.1,1.947,1.59,2.19,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,79.2,1.949,1.28,1.76,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,79.4,1.952,1.34,1.84,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,79.5,1.954,1.39,1.91,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,79.7,1.957,1.78,2.46,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,79.8,1.959,1.45,2,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,80,1.962,1.35,1.86,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,80.1,1.965,1.56,2.15,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,80.3,1.968,1.49,2.05,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,80.4,1.971,1.59,2.19,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,80.6,1.975,1.76,2.43,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,80.7,1.979,1.58,2.18,Cibicidoides wuellerstorfi,3406,SosdianRosenthal09
DSDP607,81,1.986,1.7,2.34,Cibicidoides wuellerstorfi,3406,SosdianRosenthal09
DSDP607,81.2,1.99,1.28,1.76,Cibicidoides wuellerstorfi,3406,SosdianRosenthal09
DSDP607,81.3,1.992,1.51,2.08,Cibicidoides wuellerstorfi,3406,SosdianRosenthal09
DSDP607,81.5,1.995,1.36,1.87,Cibicidoides wuellerstorfi,3406,SosdianRosenthal09
DSDP607,81.8,2,1.22,1.67,Cibicidoides wuellerstorfi,3406,SosdianRosenthal09
DSDP607,82.6,2.01,1.62,2.23,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,82.9,2.013,1.64,2.26,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,83.1,2.014,1.46,2.01,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,83.4,2.017,1.57,2.16,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,83.5,2.018,1.46,2.01,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,83.7,2.02,1.42,1.95,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,83.8,2.021,1.3,1.79,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,84,2.023,1.66,2.29,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,84.1,2.024,1.62,2.23,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,84.3,2.027,1.64,2.26,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,84.4,2.028,1.8,2.49,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,84.9,2.035,1.56,2.15,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,85,2.037,1.76,2.43,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,85.2,2.04,1.87,2.58,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,85.5,2.045,1.55,2.14,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,85.6,2.048,1.71,2.36,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,85.8,2.05,1.7,2.35,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
ODP1088,21.34,2.055,,,Cibicidoides wuellerstorfi,2088,BillupsScheiderich10
DSDP607,86.7,2.066,1.66,2.29,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,86.8,2.069,1.32,1.81,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,87,2.072,1.33,1.83,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
DSDP607,87.1,2.075,1.21,1.66,Cibicidoides wuellerstorfi,3407,SosdianRosenthal09
